"FECHA_ORDEN","ORDEN_DE_COMPRA","MONTO","TIPO_MONEDA","NOMBRE_PROVEEDOR","RUBRO"
"14-07-2020","20CAL01176",11250000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",REPOLLO (E)
"14-07-2020","20CAL01177",10000000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AUYAMA (E)
"14-07-2020","20CAL01177",10000000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AUYAMA (E)
"14-07-2020","20CAL01177",10000000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AUYAMA (E)
"14-07-2020","20CAL01177",10000000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AUYAMA (E)
"14-07-2020","20CAL01177",10000000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AUYAMA (E)
"14-07-2020","20CAL01179",11000000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CALABACIN (E)
"14-07-2020","20CAL01179",11000000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CALABACIN (E)
"14-07-2020","20CAL01179",11000000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CALABACIN (E)
"14-07-2020","20CAL01179",11000000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CALABACIN (E)
"14-07-2020","20CAL01179",11000000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CALABACIN (E)
"20-07-2020","20CAL01189",4054210300,BOLIVAR,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"20-07-2020","20CAL01189",4054210300,DOLAR,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"20-07-2020","20CAL01189",4054210300,DOLAR 0.0001,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"20-07-2020","20CAL01189",4054210300,EURO,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"20-07-2020","20CAL01189",4054210300,PETRO,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"20-07-2020","20CAL01189",4054210300,BOLIVAR,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"20-07-2020","20CAL01189",4054210300,DOLAR,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"20-07-2020","20CAL01189",4054210300,DOLAR 0.0001,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"20-07-2020","20CAL01189",4054210300,EURO,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"20-07-2020","20CAL01189",4054210300,PETRO,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"27-07-2020","20CAL01220",26460000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CALABACIN (E)
"27-07-2020","20CAL01221",854700000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PLATANO (E)
"27-07-2020","20CAL01221",854700000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PLATANO (E)
"27-07-2020","20CAL01221",854700000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PLATANO (E)
"27-07-2020","20CAL01221",854700000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PLATANO (E)
"27-07-2020","20CAL01221",854700000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PLATANO (E)
"27-07-2020","20CAL01226",56700000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",MELON (E)
"27-07-2020","20CAL01226",56700000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",MELON (E)
"27-07-2020","20CAL01226",56700000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",MELON (E)
"27-07-2020","20CAL01226",56700000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",MELON (E)
"27-07-2020","20CAL01226",56700000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",MELON (E)
"27-07-2020","20CAL01222",27300000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJO PORRO (E)
"27-07-2020","20CAL01222",27300000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJO PORRO (E)
"27-07-2020","20CAL01222",27300000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJO PORRO (E)
"27-07-2020","20CAL01222",27300000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJO PORRO (E)
"27-07-2020","20CAL01222",27300000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJO PORRO (E)
"27-07-2020","20CAL01223",110880000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJI DULCE (E)
"27-07-2020","20CAL01223",110880000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJI DULCE (E)
"27-07-2020","20CAL01223",110880000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJI DULCE (E)
"27-07-2020","20CAL01223",110880000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJI DULCE (E)
"27-07-2020","20CAL01223",110880000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJI DULCE (E)
"27-07-2020","20CAL01224",37800000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJO CRIOLLO (E)
"27-07-2020","20CAL01224",37800000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJO CRIOLLO (E)
"27-07-2020","20CAL01224",37800000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJO CRIOLLO (E)
"27-07-2020","20CAL01224",37800000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJO CRIOLLO (E)
"27-07-2020","20CAL01224",37800000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AJO CRIOLLO (E)
"27-07-2020","20CAL01225",53550000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",ZANAHORIA (E)
"27-07-2020","20CAL01225",53550000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",ZANAHORIA (E)
"27-07-2020","20CAL01225",53550000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",ZANAHORIA (E)
"27-07-2020","20CAL01225",53550000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",ZANAHORIA (E)
"27-07-2020","20CAL01225",53550000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",ZANAHORIA (E)
"27-07-2020","20CAL01229",18112500,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",LIMON (E)
"27-07-2020","20CAL01229",18112500,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",LIMON (E)
"27-07-2020","20CAL01229",18112500,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",LIMON (E)
"27-07-2020","20CAL01229",18112500,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",LIMON (E)
"27-07-2020","20CAL01229",18112500,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",LIMON (E)
"27-07-2020","20CAL01228",139387500,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CEBOLLA (E)
"27-07-2020","20CAL01228",139387500,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CEBOLLA (E)
"27-07-2020","20CAL01228",139387500,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CEBOLLA (E)
"27-07-2020","20CAL01228",139387500,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CEBOLLA (E)
"27-07-2020","20CAL01228",139387500,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CEBOLLA (E)
"27-07-2020","20CAL01213",32550000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AUYAMA (E)
"27-07-2020","20CAL01213",32550000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AUYAMA (E)
"27-07-2020","20CAL01213",32550000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AUYAMA (E)
"27-07-2020","20CAL01213",32550000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AUYAMA (E)
"27-07-2020","20CAL01213",32550000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",AUYAMA (E)
"27-07-2020","20CAL01214",33600000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",REPOLLO (E)
"27-07-2020","20CAL01214",33600000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",REPOLLO (E)
"27-07-2020","20CAL01214",33600000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",REPOLLO (E)
"27-07-2020","20CAL01214",33600000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",REPOLLO (E)
"27-07-2020","20CAL01214",33600000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",REPOLLO (E)
"27-07-2020","20CAL01215",20475000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CELERI (E)
"27-07-2020","20CAL01215",20475000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CELERI (E)
"27-07-2020","20CAL01215",20475000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CELERI (E)
"27-07-2020","20CAL01215",20475000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CELERI (E)
"27-07-2020","20CAL01215",20475000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CELERI (E)
"27-07-2020","20CAL01216",18270000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CEBOLLIN (E)
"27-07-2020","20CAL01216",18270000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CEBOLLIN (E)
"27-07-2020","20CAL01216",18270000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CEBOLLIN (E)
"27-07-2020","20CAL01216",18270000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CEBOLLIN (E)
"27-07-2020","20CAL01216",18270000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CEBOLLIN (E)
"27-07-2020","20CAL01217",44415000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PIMENTON (E)
"27-07-2020","20CAL01217",44415000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PIMENTON (E)
"27-07-2020","20CAL01217",44415000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PIMENTON (E)
"27-07-2020","20CAL01217",44415000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PIMENTON (E)
"27-07-2020","20CAL01217",44415000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PIMENTON (E)
"27-07-2020","20CAL01218",99225000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",TOMATE (E)
"27-07-2020","20CAL01218",99225000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",TOMATE (E)
"27-07-2020","20CAL01218",99225000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",TOMATE (E)
"27-07-2020","20CAL01218",99225000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",TOMATE (E)
"27-07-2020","20CAL01218",99225000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",TOMATE (E)
"27-07-2020","20CAL01219",107625000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PAPA (E)
"27-07-2020","20CAL01219",107625000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PAPA (E)
"27-07-2020","20CAL01219",107625000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PAPA (E)
"27-07-2020","20CAL01219",107625000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PAPA (E)
"27-07-2020","20CAL01219",107625000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PAPA (E)
"27-07-2020","20CAL01219",107625000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PAPA (E)
"27-07-2020","20CAL01219",107625000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PAPA (E)
"27-07-2020","20CAL01219",107625000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PAPA (E)
"27-07-2020","20CAL01219",107625000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PAPA (E)
"27-07-2020","20CAL01219",107625000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",PAPA (E)
"27-07-2020","20CAL01220",26460000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CALABACIN (E)
"27-07-2020","20CAL01220",26460000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CALABACIN (E)
"27-07-2020","20CAL01220",26460000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CALABACIN (E)
"27-07-2020","20CAL01220",26460000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CALABACIN (E)
"03-08-2020","20CAL01252",20475000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CILANTRO (E)
"03-08-2020","20CAL01252",20475000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CILANTRO (E)
"03-08-2020","20CAL01252",20475000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CILANTRO (E)
"03-08-2020","20CAL01252",20475000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CILANTRO (E)
"03-08-2020","20CAL01252",20475000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",CILANTRO (E)
"19-08-2020","20CAL01286",1650000000,DOLAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",SAL (E)
"19-08-2020","20CAL01286",1650000000,DOLAR 0.0001,"MAXIMAS DISTRIBUCIONES R.M, C.A ",SAL (E)
"19-08-2020","20CAL01286",1650000000,EURO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",SAL (E)
"19-08-2020","20CAL01286",1650000000,PETRO,"MAXIMAS DISTRIBUCIONES R.M, C.A ",SAL (E)
"19-08-2020","20CAL01286",1650000000,BOLIVAR,"MAXIMAS DISTRIBUCIONES R.M, C.A ",SAL (E)
"19-08-2020","20CAL01285",7242077000,PETRO,"CONSORCIO OLEAGINOSO PORTUGUESA, S.A. COPOSA",UNTABLE DE MARGARINA  (E)
"19-08-2020","20CAL01285",7242077000,EURO,"CONSORCIO OLEAGINOSO PORTUGUESA, S.A. COPOSA",UNTABLE DE MARGARINA  (E)
"19-08-2020","20CAL01285",7242077000,DOLAR 0.0001,"CONSORCIO OLEAGINOSO PORTUGUESA, S.A. COPOSA",UNTABLE DE MARGARINA  (E)
"19-08-2020","20CAL01285",7242077000,BOLIVAR,"CONSORCIO OLEAGINOSO PORTUGUESA, S.A. COPOSA",UNTABLE DE MARGARINA  (E)
"19-08-2020","20CAL01285",7242077000,DOLAR,"CONSORCIO OLEAGINOSO PORTUGUESA, S.A. COPOSA",UNTABLE DE MARGARINA  (E)
"23-10-2020","20CAL01379",11728837000,BOLIVAR,"CONSORCIO OLEAGINOSO PORTUGUESA, S.A. COPOSA",MARGARINA (E)
"23-10-2020","20CAL01379",11728837000,DOLAR,"CONSORCIO OLEAGINOSO PORTUGUESA, S.A. COPOSA",MARGARINA (E)
"23-10-2020","20CAL01379",11728837000,DOLAR 0.0001,"CONSORCIO OLEAGINOSO PORTUGUESA, S.A. COPOSA",MARGARINA (E)
"23-10-2020","20CAL01379",11728837000,EURO,"CONSORCIO OLEAGINOSO PORTUGUESA, S.A. COPOSA",MARGARINA (E)
"23-10-2020","20CAL01378",4599543900,PETRO,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"23-10-2020","20CAL01378",4599543900,BOLIVAR,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"23-10-2020","20CAL01378",4599543900,DOLAR,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"23-10-2020","20CAL01378",4599543900,DOLAR 0.0001,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"23-10-2020","20CAL01378",4599543900,EURO,"FAMA DE AMERICA, S.A.",CAFE 100 GR
"23-10-2020","20CAL01379",11728837000,PETRO,"CONSORCIO OLEAGINOSO PORTUGUESA, S.A. COPOSA",MARGARINA (E)
