ORDCOM;TO_CHAR(O.FECORD,'DD-MM-YYYY');CANTOT;UNIMED;NOMPRO;TO_CHAR(DP.FECHA_PLANIFICACION,'DD-MM-YYYYHH:MM:SS');VOL_PLANIFICADO
19CAL01349;11-10-2019;542,00;CAJAS;AGRICOLAS KAIROS C.A;14-04-2020 10:04:15;14,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;16-01-2020 10:01:59;9,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;16-01-2020 10:01:52;104,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;16-01-2020 10:01:24;130,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;16-01-2020 10:01:14;104,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;16-01-2020 10:01:00;78,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;07-02-2020 10:02:39;104,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;05-02-2020 01:02:50;85,20
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;04-02-2020 03:02:24;78,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;04-02-2020 03:02:56;78,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;04-02-2020 03:02:13;79,80
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;04-02-2020 03:02:45;26,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;04-02-2020 03:02:09;26,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;04-02-2020 03:02:53;26,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;04-02-2020 03:02:23;26,00
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;06-07-2020 10:07:22;1,01
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;06-05-2020 10:05:39;1,01
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;03-06-2020 09:06:23;1,01
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;02-04-2020 12:04:20;48,44
19CAL01758;25-11-2019;500,00;TM;GRUPO G.E.R.C, C.A.;04-03-2020 03:03:18;214,44
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-03-2020 11:03:22;26,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-03-2020 11:03:57;26,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-03-2020 11:03:17;52,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-03-2020 11:03:32;26,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;06-05-2020 08:05:17;98,27
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;18-06-2020 12:06:44;215,40
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;18-06-2020 12:06:30;20,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;18-06-2020 12:06:26;234,40
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;18-06-2020 11:06:10;235,40
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;22-04-2020 09:04:59;108,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-02-2020 01:02:05;26,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-02-2020 01:02:37;52,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-02-2020 01:02:05;52,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-02-2020 01:02:47;26,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-02-2020 01:02:11;26,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-02-2020 01:02:51;26,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-02-2020 01:02:40;26,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-02-2020 01:02:49;52,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-02-2020 01:02:26;52,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-02-2020 01:02:54;52,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-02-2020 01:02:38;208,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-03-2020 11:03:38;26,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-03-2020 11:03:54;47,40
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-03-2020 11:03:07;26,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-03-2020 11:03:39;26,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-03-2020 11:03:19;52,00
19CAL01822;27-11-2019;598,00;TM;MEGATRONIC, C.A;05-03-2020 11:03:46;26,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;13-03-2020 10:03:18;70,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;08-05-2020 07:05:43;270,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;13-03-2020 10:03:04;60,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;13-03-2020 10:03:44;30,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;13-03-2020 10:03:14;30,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;13-03-2020 10:03:44;30,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;13-03-2020 10:03:01;30,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;13-03-2020 10:03:27;30,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;13-03-2020 10:03:52;30,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;06-05-2020 09:05:44;7,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;02-04-2020 07:04:08;570,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;13-03-2020 10:03:44;60,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;03-06-2020 08:06:58;7,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;02-04-2020 04:04:23;7,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;06-07-2020 08:07:30;7,00
19CAL01824;28-11-2019;1000,00;TM;AGROALIMENTOS LA ORIENTAL, C.A.;13-03-2020 10:03:00;60,00
19CAL01831;28-11-2019;456,00;TM;MEGATRONIC, C.A;14-07-2020 04:07:49;50,00
19CAL01831;28-11-2019;456,00;TM;MEGATRONIC, C.A;19-06-2020 10:06:55;106,50
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;08-01-2020 10:01:26;120,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-02-2020 01:02:22;210,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 03:01:57;24,98
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 03:01:06;85,01
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 03:01:45;19,99
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 03:01:59;10,01
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 03:01:53;30,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 03:01:37;30,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 03:01:17;30,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 03:01:04;30,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 02:01:48;30,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 02:01:25;180,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 02:01:03;210,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 02:01:49;300,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 02:01:26;60,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;03-01-2020 02:01:10;30,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;09-01-2020 02:01:36;60,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;09-01-2020 02:01:23;10,01
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;09-01-2020 02:01:58;60,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;09-01-2020 02:01:31;60,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;09-01-2020 02:01:12;60,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;16-01-2020 08:01:27;240,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;16-01-2020 08:01:01;30,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;16-01-2020 08:01:47;30,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;16-01-2020 08:01:20;300,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;16-01-2020 08:01:50;60,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;16-01-2020 08:01:12;270,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;16-01-2020 08:01:26;210,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;16-01-2020 08:01:28;9,99
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-02-2020 01:02:00;296,97
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-02-2020 01:02:25;296,96
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-02-2020 01:02:18;150,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-02-2020 01:02:01;120,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-02-2020 01:02:44;30,00
19CAL01845;02-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;08-01-2020 10:01:32;60,00
19CAL01880;03-12-2019;1000,00;TM;CORPORACION MANA 77, C.A.;09-03-2020 09:03:36;416,00
19CAL01880;03-12-2019;1000,00;TM;CORPORACION MANA 77, C.A.;09-03-2020 09:03:16;18,00
19CAL01880;03-12-2019;1000,00;TM;CORPORACION MANA 77, C.A.;09-03-2020 09:03:52;130,00
19CAL01880;03-12-2019;1000,00;TM;CORPORACION MANA 77, C.A.;09-03-2020 09:03:06;26,00
19CAL01880;03-12-2019;1000,00;TM;CORPORACION MANA 77, C.A.;09-03-2020 09:03:45;156,00
19CAL01880;03-12-2019;1000,00;TM;CORPORACION MANA 77, C.A.;12-03-2020 10:03:26;104,00
19CAL01914;11-12-2019;400,00;TM;COMERCIALIZADORA WM 2013 C.A;16-01-2020 04:01:29;26,00
19CAL01914;11-12-2019;400,00;TM;COMERCIALIZADORA WM 2013 C.A;16-01-2020 04:01:16;218,00
19CAL01914;11-12-2019;400,00;TM;COMERCIALIZADORA WM 2013 C.A;16-01-2020 04:01:05;104,00
19CAL01914;11-12-2019;400,00;TM;COMERCIALIZADORA WM 2013 C.A;16-01-2020 04:01:47;52,00
19CAL01925;11-12-2019;95,00;TM;FINARMA C.A.;03-01-2020 03:01:08;5,00
19CAL01925;11-12-2019;95,00;TM;FINARMA C.A.;03-01-2020 03:01:52;30,00
19CAL01925;11-12-2019;95,00;TM;FINARMA C.A.;03-01-2020 03:01:39;60,00
19CAL02017;30-12-2019;1000,00;TM;ALIMENTOS SURVEN, C.A.;06-03-2020 02:03:23;30,00
19CAL02017;30-12-2019;1000,00;TM;ALIMENTOS SURVEN, C.A.;12-03-2020 03:03:39;30,00
19CAL02017;30-12-2019;1000,00;TM;ALIMENTOS SURVEN, C.A.;06-03-2020 02:03:38;30,00
19CAL02022;30-12-2019;136,00;TM;IMPORTADORA Y COMERCIALIZADORA MAXIMA C.A. ;09-01-2020 09:01:41;80,00
19CAL02022;30-12-2019;136,00;TM;IMPORTADORA Y COMERCIALIZADORA MAXIMA C.A. ;09-01-2020 03:01:15;180,00
19CAL02022;30-12-2019;136,00;TM;IMPORTADORA Y COMERCIALIZADORA MAXIMA C.A. ;09-01-2020 03:01:17;150,00
19CAL02022;30-12-2019;136,00;TM;IMPORTADORA Y COMERCIALIZADORA MAXIMA C.A. ;09-01-2020 03:01:42;24,00
19CAL02022;30-12-2019;136,00;TM;IMPORTADORA Y COMERCIALIZADORA MAXIMA C.A. ;09-01-2020 04:01:49;30,00
19CAL02022;30-12-2019;136,00;TM;IMPORTADORA Y COMERCIALIZADORA MAXIMA C.A. ;09-01-2020 04:01:02;30,00
19CAL02022;30-12-2019;136,00;TM;IMPORTADORA Y COMERCIALIZADORA MAXIMA C.A. ;09-01-2020 04:01:22;120,00
19CAL02022;30-12-2019;136,00;TM;IMPORTADORA Y COMERCIALIZADORA MAXIMA C.A. ;07-02-2020 10:02:06;20,00
19CAL02022;30-12-2019;136,00;TM;IMPORTADORA Y COMERCIALIZADORA MAXIMA C.A. ;09-01-2020 09:01:21;20,00
19CAL02023;30-12-2019;136,00;TM;ARROZ CRISTAL, C.A.;09-01-2020 03:01:42;0,00
19CAL02023;30-12-2019;136,00;TM;ARROZ CRISTAL, C.A.;09-01-2020 03:01:12;24,00
19CAL02023;30-12-2019;136,00;TM;ARROZ CRISTAL, C.A.;09-01-2020 03:01:42;60,00
19CAL02023;30-12-2019;136,00;TM;ARROZ CRISTAL, C.A.;03-03-2020 12:03:00;120,00
19CAL02023;30-12-2019;136,00;TM;ARROZ CRISTAL, C.A.;09-01-2020 03:01:41;150,00
19CAL02023;30-12-2019;136,00;TM;ARROZ CRISTAL, C.A.;03-03-2020 12:03:00;0,00
19CAL02023;30-12-2019;136,00;TM;ARROZ CRISTAL, C.A.;09-01-2020 09:01:24;40,00
19CAL02023;30-12-2019;136,00;TM;ARROZ CRISTAL, C.A.;17-01-2020 03:01:28;40,00
19CAL02023;30-12-2019;136,00;TM;ARROZ CRISTAL, C.A.;03-03-2020 12:03:00;0,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;04-03-2020 02:03:40;30,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;04-03-2020 02:03:01;120,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:38;30,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:01;90,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:46;30,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:43;30,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:40;420,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:46;30,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;04-03-2020 02:03:50;150,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;04-03-2020 02:03:15;13,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;04-03-2020 02:03:44;120,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-03-2020 11:03:49;27,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-02-2020 01:02:40;80,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-02-2020 01:02:37;40,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-02-2020 01:02:11;40,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-02-2020 01:02:49;20,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-02-2020 01:02:16;15,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;06-02-2020 11:02:22;18,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;07-02-2020 01:02:47;30,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;17-01-2020 10:01:49;10,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;09-01-2020 02:01:32;480,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:30;120,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:36;120,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:44;210,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:06;270,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:07;150,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:21;330,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:25;5,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:49;355,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:31;30,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:31;150,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:10;180,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;10-01-2020 11:01:14;150,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;06-05-2020 12:05:27;203,11
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-03-2020 11:03:05;60,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-03-2020 11:03:21;30,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;06-03-2020 04:03:17;30,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;12-03-2020 02:03:55;10,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;07-02-2020 01:02:42;60,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;07-02-2020 10:02:54;250,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;07-02-2020 10:02:39;250,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;11-02-2020 11:02:30;27,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-03-2020 01:03:01;80,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-03-2020 01:03:54;150,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-03-2020 01:03:26;90,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-03-2020 01:03:10;40,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-03-2020 01:03:44;40,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;05-03-2020 01:03:18;20,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;04-03-2020 02:03:16;60,00
19CAL02025;30-12-2019;2650,00;TM;CONGLOMERADO AGROSUR, S.A;04-03-2020 02:03:01;30,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 01:02:07;60,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;04-03-2020 02:03:00;60,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 01:02:40;60,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 02:02:01;120,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 01:02:53;60,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;04-03-2020 02:03:07;60,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;04-03-2020 02:03:50;30,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 12:04:52;60,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-05-2020 10:05:41;30,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;14-05-2020 09:05:58;30,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;03-06-2020 09:06:26;30,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;06-07-2020 08:07:25;30,00
20CAL00004;13-01-2020;300,00;TM;GENERAL SUPPLY DEL ZULIA CA;31-01-2020 10:01:39;60,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 03:02:48;532,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 03:02:48;52,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;31-01-2020 11:01:39;20,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;31-01-2020 10:01:39;30,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-03-2020 11:03:27;78,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;06-07-2020 07:07:16;91,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-03-2020 11:03:53;52,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;03-06-2020 08:06:43;91,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-03-2020 11:03:38;26,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;27-04-2020 09:04:10;13,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-03-2020 11:03:20;130,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-05-2020 11:05:54;91,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;03-03-2020 02:03:28;505,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 11:04:50;78,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 11:04:33;78,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 11:04:03;52,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 11:04:35;104,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 11:04:30;52,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 11:04:56;52,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 11:04:53;78,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 11:04:59;52,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 11:04:46;52,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 11:04:16;52,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 02:04:27;51,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;02-04-2020 07:04:05;200,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-03-2020 11:03:01;26,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 03:02:18;52,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-03-2020 11:03:21;52,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 03:02:13;104,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 03:02:37;78,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 03:02:25;78,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 03:02:45;104,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 03:02:13;52,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 03:02:16;26,00
20CAL00006;13-01-2020;1104,00;TM;GENERAL SUPPLY DEL ZULIA CA;05-02-2020 03:02:32;26,00
20CAL00008;14-01-2020;217,00;TM;XEAX ALIMENTOS,C.A;04-03-2020 04:03:47;217,00
20CAL00012;14-01-2020;190,00;TM;XEAX ALIMENTOS,C.A;04-03-2020 04:03:35;190,00
20CAL00016;16-01-2020;560,00;TM;ALIMENTOS POLAR COMERCIAL, C.A.;04-02-2020 03:02:52;280,00
20CAL00016;16-01-2020;560,00;TM;ALIMENTOS POLAR COMERCIAL, C.A.;27-01-2020 03:01:47;280,00
20CAL00016;16-01-2020;560,00;TM;ALIMENTOS POLAR COMERCIAL, C.A.;27-01-2020 03:01:51;280,00
